,node.id,node.name,node.tagline,node.createdAt,node.votesCount
82,402052,LocaleData,Manage your Ruby on Rails translations easily,2023-07-17T07:14:18Z,73
83,404975,Lazy Cards,Free AI written greeting cards,2023-07-17T07:01:00Z,73
84,404803,Brand Cartel,Killer content that does the job,2023-07-17T07:02:42Z,72
85,404351,Event Management Planner,Comprehensive solution for event planning and execution,2023-07-17T07:10:03Z,69
86,402568,Assist Desk,Unleashing the power of humans and AI in perfect harmony,2023-07-17T07:13:54Z,67
87,404991,HireWeb3,Your gateway to Web3 focused careers,2023-07-17T07:46:01Z,63
88,404984,10+ Email Marketing Master Prompts,Use ChatGPT  to be top 1% in email marketing,2023-07-17T07:17:08Z,63
89,403450,Talvo,"Talent on-demand, results on-repeat",2023-07-17T07:11:12Z,60
90,404204,PropBox,"Sell your home - zero commission, really",2023-07-17T07:09:20Z,60
91,404439,Leali Ltd,The interactive marketing network for creators & influencers,2023-07-17T07:07:16Z,58
92,400234,getSparks.io,Make your bookmarks & saved pages actionable,2023-07-17T07:12:46Z,57
93,404794,Life OS Dashboard,The most aesthetic way to manage your life with Notion,2023-07-16T07:05:43Z,523
94,404879,Swaap v2,Revolutionizing DeFi with advanced market-making strategies,2023-07-16T08:00:00Z,498
95,402941,Producthunt Unleashed,From launch to triumph - master the ultimate launchpad,2023-07-16T07:05:00Z,401
96,404101,Fabrie Imagine,ControlNet frontend made for design iteration,2023-07-16T07:06:39Z,312
97,404818,Axe API,The next-generation Rest API framework,2023-07-16T07:11:34Z,256
98,404582,MoneyBird,Twitter monetisation business model guide,2023-07-16T07:02:49Z,370
99,404778,That Girl Planner ,Manifest your dream life ,2023-07-16T07:14:36Z,190
100,404848,Notion E-Wallet,Simple money tracker,2023-07-16T07:18:08Z,147
101,400194,Questflow - Build AI Agents With No Code,"Find, build, and use AI agents in workflow automation",2023-07-16T07:01:00Z,212
102,404052,Notion Subscription Organiser,Track your subscriptions to keep your finances in check,2023-07-16T07:08:14Z,126
103,404547,"10,000+ Side Hustle Ideas Prompts",Unleash your creativity in side hustle creation,2023-07-16T07:12:13Z,122
104,404700,50+ Midjourney V5 Prompts,Art nouveau t-shirt and logo design,2023-07-16T07:04:51Z,117
105,404821,Design My Room,Snap a photo and let AI redesign your room,2023-07-16T07:08:52Z,110
106,404825,InboxPurge,The fastest way to a cleaner Gmail inbox,2023-07-16T07:16:58Z,108
107,403755,Dunoit,Entrepreneurs & users for digital products,2023-07-16T07:07:54Z,100
108,404808,Threads Video Downloader,"Download Threads video, images and GIF for free",2023-07-16T07:15:12Z,99
109,404763,30+ Viral AI Music Examples,Discover the most viral AI music on the internet,2023-07-16T07:17:51Z,98
110,403326,PikaTorrent,"A modern, simple, connected and electric BitTorrent app",2023-07-16T07:03:21Z,93
111,404802,Startup BaseKit Pro,Build your startup's success with BaseKit Notion template,2023-07-16T07:16:09Z,88
112,404855,23/24 Digital Planner with Integration,"Add calendar events, ChatGPT and more directly from the PDF",2023-07-16T07:14:24Z,80
113,404865,Finbar,Supercharged menu bar search for your Mac,2023-07-16T07:10:51Z,79
114,404842,MagicAI for Magic,A macOS assistant that turns sketches into works of art,2023-07-16T07:11:13Z,78
115,404824,PhotoEcom,Upload your product photo and get engaging lifestyle image,2023-07-16T07:09:46Z,77
116,404689,Enote - AI Note Notebook,"AI note taking app, for your big ideas",2023-07-16T07:01:00Z,74
117,392111,Innov8IQ,Making case study presentation easy,2023-07-16T07:03:07Z,68
118,404831,TrackYourForm,Track engagements by adding analytics to forms with 1 click,2023-07-16T07:15:44Z,90
119,404874,FTChatAI - ChatGPT for iPhone,A powerful AI chat client for iOS,2023-07-16T08:43:46Z,46
120,402790,MRRArt Pro,Create beautiful text charts (ascii) from your data,2023-07-15T07:01:00Z,537
121,403466,WinDiary,Mental health and personal achievement journal,2023-07-15T07:12:19Z,364
122,403920,Notion Meal Planner,"Plan, savor, repeat",2023-07-15T07:08:43Z,353
123,404768,AI Text Styles by Stockimg AI,New generation WordArt,2023-07-15T07:06:03Z,256
124,404134,CustomQR AI,QR codes arts for business,2023-07-15T07:01:00Z,192
125,404128,PIXMO,"Round the clock images monitoring, stop unauthorized use",2023-07-15T07:01:00Z,168
126,404511,Notion Movie Tracker,"Track, watchlist and favorite movies in a simple manner",2023-07-15T07:23:36Z,158
127,404683,Keep Design System,Create beautiful and consistence user interface with ease,2023-07-15T07:25:32Z,140
128,404691,Coding OS,Ultimate coding projects manager & tracker,2023-07-15T07:13:52Z,133
129,404185,Kairos Financial,Wealth management for the rest of us,2023-07-15T07:06:30Z,125
130,404722,Articula,Speak any language with your own voice,2023-07-15T07:01:00Z,107
131,403268,AI Detector by ContentDetector.AI,Free and accurate AI detector to check AI content,2023-07-15T07:08:14Z,91
132,404631,Chapterize,"Summarize any book, video or blog and get to the key message",2023-07-15T07:24:19Z,90
133,404518,Insou AI,Make everyone love speech,2023-07-15T07:30:00Z,81
134,404741,Threads Bio,Generate creative Threads bio in 1-click,2023-07-15T07:32:36Z,79
135,404740,Next Edge Starter,All-in-one solution to kickstart your Next project,2023-07-15T07:35:28Z,75
136,404648,LifeOS | Notion System,The ultimate life planner to turn your goals into reality,2023-07-15T07:13:08Z,75
137,404736,Indise,"Your dream interior design, mirrored in under 90 seconds",2023-07-15T07:31:43Z,72
138,404442,Profitable .ai Domains,75 low-price and high value .ai domains,2023-07-15T07:05:13Z,68
139,404710,CopyGenius: GPT-4 ProPrompts,Unleash your copywriting superpowers,2023-07-15T07:07:44Z,67
140,404551,2000 Startup Finance Prompts,Unlock your knowledge with 2000 finance startup prompts,2023-07-15T07:23:47Z,65
141,404615,domainhuntai,Let AI find domain name for your next startup,2023-07-15T07:25:20Z,64
142,404755,SplitSong.com,Split YouTube music into vocals & instruments with AI,2023-07-15T07:28:53Z,62
143,402410,SideKik,Every hero needs a SideKik,2023-07-15T07:12:01Z,63
144,403825,WinningProducts.co,Free tool to find top trending ecommerce products of the day,2023-07-15T07:33:14Z,59
145,404731,Sift,"Find, discover and connect your organization's people",2023-07-15T07:37:52Z,52
146,404382,Simplifying Calculation,Powering finance through simplicity,2023-07-15T07:26:21Z,51
147,404714,Premium Stoic Journaling Template,Daily journaling like Marcus Aurelius or Seneca,2023-07-15T18:50:26Z,36
148,404667,InfluxDesign,One man subscription based design agency,2023-07-15T07:32:13Z,47
149,404721,Reborn,"Prayer, intercessory & productivity app",2023-07-15T07:38:16Z,46
150,404733,More Than Shy,Overcome social anxiety with science-based tools and support,2023-07-15T07:36:24Z,45
151,404696,Sevenhills.media,Elevating content creation,2023-07-15T07:01:00Z,43
152,404586,Copilot2trip,Personalized AI-powered travel assistant with maps,2023-07-14T07:59:37Z,1017
153,401074,Hunted Space,Insights on Product Hunt launches,2023-07-14T07:59:56Z,898
154,403560,Drope.me,Engage micro streamers at scale to grow your games,2023-07-14T07:59:49Z,613
155,399382,Linklab,Free branded link for your clunky link-in-bio,2023-07-14T07:01:00Z,428
156,404410,Sweep,Sweep is an AI-powered junior dev on your team,2023-07-14T07:01:00Z,280
157,403667,GitHub20k,Gain more GitHub stars and clients,2023-07-14T07:59:15Z,338
158,404137,WorkZone 2.0,Experience the new standard in task management with Workzone,2023-07-14T07:59:06Z,249
159,404614,Albus AI for Chromeᵀᴹ,"Chrome extension to ask Qs, summarize info, generate content",2023-07-14T11:24:54Z,201
160,404411,GTM Canvas,Go-to market strategy builder canvas,2023-07-14T08:00:49Z,172
161,404584,NotebookLM,An AI notebook for everyone,2023-07-14T07:01:00Z,154
162,404353,Marble Insurance,Add any insurance card to your Apple wallet in a few taps,2023-07-14T07:01:00Z,148
163,404321,ThreadBois,Create viral Threads hooks for Twitter & Threads app,2023-07-14T07:01:00Z,147
164,404261,Mikrolo Tasks,Empower your business with essential marketing support,2023-07-14T11:28:23Z,134
165,404458,MakeMyWeb,"Your stunning, AI-tailored, responsive website, instantly",2023-07-14T07:01:00Z,117
166,403918,Buying Bottlenecks by Storylane,Practical wisdom to enable tech buyers buy better,2023-07-14T07:01:00Z,120
167,404509,Noworry AI Psychologist,Chat with AI psychologist and mental health activities ,2023-07-14T07:01:00Z,114
168,403992,Analyzr,"Build machine learning models in minutes, with no coding",2023-07-14T08:00:42Z,100
169,404542,Mutable.ai for Codebases,Build together with AI,2023-07-14T07:01:00Z,94
170,404550,ChatGPT From Podcasts,Build a ChatGPT-4 chatbot from your podcast content,2023-07-14T12:16:58Z,88
171,404567,Photoaster,Toast your photos,2023-07-14T07:01:00Z,86
172,404453,ThriveDesk for Wix,Customer support automation & Live chat for Wix store owners,2023-07-14T08:00:29Z,82
173,404562,Typper Codes,Your Figma code in one click,2023-07-14T08:01:05Z,80
174,404505,omscillate,A unique meditation app that focuses on vibration patterns,2023-07-14T07:01:00Z,79
175,403556,Onlyblog,"Write, schedule, publish the buffer for writers & bloggers",2023-07-14T07:13:24Z,74
176,404546,Lucra ,Unleash the power of friendly competition,2023-07-14T07:01:00Z,76
177,404521,Worktivity,A comprehensive productivity suite for workforce engagement,2023-07-14T07:01:00Z,67
178,399801,Dream Decoder,Chat your way to better understanding your dreams,2023-07-14T07:01:00Z,68
179,404655,Stable Doodle,Transform your doodles into real images in seconds,2023-07-14T10:30:17Z,60
180,404578,Chore Pig,Offline-first to-do list app for humans (and hogs),2023-07-14T07:13:06Z,68
181,404510,metahub,Discover metaverse designers or become one,2023-07-14T07:01:00Z,62
182,404153,Jauntboards,By independents for independence,2023-07-14T07:12:42Z,60
183,404693,Overviv 1.0 (Beta),Gather insights through user testing & analysis.,2023-07-14T17:53:52Z,51
184,404490,Semalt Chrome Extension,Free website Google Rank and SEO checker,2023-07-14T07:01:00Z,60
185,404161,ReadyRedact,"Where AI, data privacy laws and redaction technology unite",2023-07-14T10:01:00Z,53
186,404545,Steadworth,Down payment assistance app for homebuyers,2023-07-14T07:01:00Z,49
187,404496,New on Playstation Plus,Discover what's new on Playstation Plus,2023-07-14T07:01:00Z,51
188,404552,NFT Slangs,Simple explanation of complex NFT/Crypto slangs,2023-07-14T08:01:27Z,49
189,403482,Buni AI,Empower your ideas with ultimate content generation tool,2023-07-14T08:00:20Z,50
190,404457,Reffery,Find experts through trusted referrals,2023-07-14T17:56:50Z,43
191,404010,WizeBot,Transform customer service with intelligent chatbots,2023-07-14T07:12:15Z,49
192,404514,Startup Death Clock," Your Time is Money, We Help You Keep Track of Both!",2023-07-14T07:01:00Z,49
193,401572,Netwise,"Streamline receivables, invoices, credit control & payments",2023-07-14T07:59:22Z,45
194,404538,goaiadapt,"AI Insights: Your Data, Our Models, Infinite Potential",2023-07-14T07:01:00Z,42
195,404624,Bikey,Keep your VanMoof bike alive with Bikey,2023-07-14T08:28:04Z,43
196,404568,EmojiWorld,Stay focused in your world,2023-07-14T07:12:21Z,39
197,404603,Shelf,In the trenches with the people behind modern brands,2023-07-14T17:55:37Z,34
198,404674,AI Product Scoper,Create detailed product scopes with ease,2023-07-14T12:13:19Z,28
199,404662,Telly,Dual screen smart TV,2023-07-14T10:59:12Z,25
200,404664,Rosters for Slack,The ultimate team coordination bot,2023-07-14T11:52:39Z,19
201,404673,Quasar Minimalist Design,Quasar minimal premium admin template with minimalist design,2023-07-14T12:13:55Z,15
202,404719,Seller OS + automation Notion Template,A CRM for online sellers with Notion,2023-07-14T17:55:10Z,5
203,403765,Codejet,Figma to quality React code,2023-07-13T07:13:02Z,845
204,404403,Swap Anything,"Swap people, clothes, or backgrounds with AI instantly",2023-07-13T07:11:18Z,651
205,404441,Threads Design Templates,100s of free Threads by Instagram post design templates,2023-07-13T07:12:46Z,466
206,403372,Composable Studio,Enterprise grade generative studio for Composable API,2023-07-13T07:01:00Z,421
207,403985,Zest,"The freest, fastest B2B gifting tool on the internet",2023-07-13T07:13:26Z,329
208,404383,Retro,A friends-only photo journal for moments big and small,2023-07-13T14:01:00Z,270
209,404144,Jitsu 2.0,Open-source customer data platform,2023-07-13T07:01:00Z,261
210,404432,Retool Portals,Build custom apps for customers and partners 10x faster,2023-07-13T07:10:42Z,245
211,404209,Lo-Fi Radio,Listen to your favorite lo-fi music with video backgrounds,2023-07-13T07:29:32Z,283
212,404127,Notion Life Journal,"Reflect on your past, plan your future, live in the present",2023-07-13T07:29:47Z,144
213,404192,Character Counter,Highlight text beyond a limit you set and use AI to edit,2023-07-13T07:13:53Z,146
214,404347,Serverless Icebreaker,Smoother user experience by reducing cold starts,2023-07-13T07:01:00Z,125
215,404302,GPT Researcher,Autonomous agent designed for comprehensive online research,2023-07-13T07:12:01Z,121
216,404417,Nekton.ai,Automate your day-to-day tasks with AI,2023-07-13T07:11:54Z,116
217,403881,AnimStats,Transform your stats into captivating animated GIFs,2023-07-13T17:13:59Z,99
218,404342,Nudge | Automated Financial Guidance,"Serving Individuals, Startups, and Financial Institutions",2023-07-13T07:01:00Z,150
219,403780,100-Day Habit Tracker,Build long-lasting habits with the 100 day habit challenge,2023-07-13T07:34:44Z,106
220,404244,Titan Smart Cash,"Move your cash to better rates, automatically",2023-07-13T07:10:25Z,106
221,404419,Vivasnote,"Simple, easy-to-use visual whiteboard note-taking tool",2023-07-13T07:10:37Z,95
222,404370,Cheerleader AI,Daily motivation from a group of AI friends,2023-07-13T07:09:49Z,97
223,404358,BusinessIdeaPrompts,Brainstorm business ideas with thought provoking prompts,2023-07-13T07:12:07Z,91
224,404328,Free Professional Briefing Guide,Unlock the power of client briefing,2023-07-13T07:14:00Z,84
225,399407,Origin Ether,Ethereum liquid staking made simple,2023-07-13T07:12:28Z,82
226,403273,Seter Graphic Labs,"Graphic and web design service. Try once, stay forever",2023-07-13T07:29:41Z,82
227,404380,ProductAssist,A web integration that automates customer support,2023-07-13T07:01:00Z,78
228,404333,Nativer,Empowers you to become a native speaker,2023-07-13T07:01:00Z,76
229,402567,AI Rap Song Generator,"Create catchy lyrics, rap your stories & share as video",2023-07-13T07:14:22Z,72
230,403996,Notion Entrepreneur Game,"A puzzle & word game made on Notion, for entrepreneurs",2023-07-13T07:01:00Z,67
231,404343,Shimmer,Visual shopping for your favorite stores,2023-07-13T07:01:00Z,67
232,404304,Tacnique,The future of tech hiring,2023-07-13T07:01:00Z,61
233,404345,Finance Dashboard ,A Notion template to monitor your finances,2023-07-13T07:01:00Z,62
234,404378,SwipeNewz,News in a swipe,2023-07-13T07:01:00Z,63
235,404159,Research Buddy,"Buddy for web, patent and academic research",2023-07-13T07:10:31Z,61
236,403045,FRAUDL,Your ultimate DYOR companion for crypto projects,2023-07-13T07:01:00Z,58
237,404445,Noodle Timer,App to cook your noodles perfectly,2023-07-13T07:09:40Z,63
238,404335,Tee Genie,Helping Golfers get better tee times,2023-07-13T07:01:00Z,59
239,404377,Metriken,Meaningful metrics for your product,2023-07-13T07:01:00Z,52
240,404381,Dirty Dining NYC App,Know before you go,2023-07-13T07:01:00Z,54
241,404324,AI Labs by SundayPyjamas,AI-powered chat for female health,2023-07-13T07:01:00Z,50
242,404421,Evergreen Essays,Timeless essays straight to your inbox,2023-07-13T07:34:24Z,49
243,404331,Women's World Cup 2023 Predictor Game,Fantasy football for the Women's World Cup with a new twist,2023-07-13T07:14:07Z,50
244,404334,Counsl,Get actionable advice from professionals in 30minute blocks,2023-07-13T07:01:00Z,49
245,404406,AutoSync for Google Sheets Stripe Add-on,Auto-sync Stripe data to Google Sheets daily,2023-07-13T07:11:33Z,46
246,404401,FinTech1,Risk management platform for individual investors,2023-07-13T07:10:18Z,41
247,404504,ScrollNotes,Easy flash notes,2023-07-13T17:33:37Z,14
248,403927,Capacities,A studio for your mind,2023-07-12T07:14:39Z,1031
249,403962,Spoke.ai,Summarize Slack with powerful & secure AI,2023-07-12T07:50:48Z,710
250,402400,Bear 2,"Simple, powerful, private Markdown notes",2023-07-12T07:01:00Z,662
251,403202,Afforai,"Summarize, interact, translate your documents with AI",2023-07-12T07:02:37Z,641
252,403498,GPT WebApp Generator for React & Node.js,Let AI create a full-stack web app based on your description,2023-07-12T07:01:00Z,326
253,404211,Claude 2,An AI assistant from Anthropic,2023-07-12T07:01:00Z,318
254,403208,Cards Against Work,"All the annoyances of office life, in an infamous card game",2023-07-12T07:05:27Z,299
255,404107,Checkmango,The full stack A/B testing platform,2023-07-12T07:01:00Z,293
256,404201,Ana by TextQL,Privacy-first AI data analyst,2023-07-12T07:08:53Z,282
257,404022,Gappeo,"From pre-employment to on-the-job, everyone needs a check",2023-07-12T07:01:00Z,270
258,404155,Crypto Yearbook by Alongside,"Prove how long you’ve been in Crypto, join the yearbook",2023-07-12T07:01:00Z,247
259,403004,CourseNinja,Teach live and get paid,2023-07-12T07:21:25Z,247
260,404122,beehiiv AI,Artificial Intelligence built for newsletter operators ,2023-07-12T10:11:36Z,202
261,403919,Productool 2.0,100 next-gen SaaS products curated by Product People,2023-07-12T07:16:12Z,189
262,404079,Functional Influencer Database Template,Build a comprehensive influencer database in <5 minutes,2023-07-12T08:15:01Z,164
263,401612,Duckist,"Share secrets, passwords or files in a safe and easy way",2023-07-12T11:14:09Z,151
264,403283,Magic Beans,Your finances & invoices powered by Notion,2023-07-12T07:01:00Z,155
265,403924,Start Craft,"Start your journey, craft your identity",2023-07-12T07:15:43Z,155
266,403296,Double,A donation checkout for non-profit websites,2023-07-12T07:01:00Z,151
267,404256,Litebulb,Get your ideas out there,2023-07-12T08:47:10Z,127
268,404173,Vidzflow,Video hosting for Webflow,2023-07-12T07:19:57Z,126
269,404131,Presentations.ai,ChatGPT for presentations,2023-07-12T07:01:00Z,109
270,404135,Symonda,A search engine to discover startups and validate ideas,2023-07-12T07:01:00Z,103
271,404329,Nothing Phone (2),The sequel to the eye catching Nothing Phone (1),2023-07-12T14:11:19Z,85
272,403823,Saga,Unleash storytelling power with Saga: TTRPG's ultimate tool,2023-07-12T07:42:14Z,82
273,404063,Simple Stupid Tools,Simplify your tasks with stupidly simple tools,2023-07-12T07:17:43Z,80
274,404123,Source Prompts,Building the largest prompts database,2023-07-12T07:03:54Z,77
275,403980,Scenarios by Cuanto,Navigate your investment journey with AI driven insights,2023-07-12T07:48:14Z,76
276,404138,ClozeGPT,Turn learning into a tailored experience,2023-07-12T07:01:00Z,75
277,404152,Forum Interpreter,Interpretation for standing ovations,2023-07-12T07:01:00Z,69
278,404109,LinkedIn2Sheet,Transfer LinkedIn profile data to Google Sheet in a click,2023-07-12T07:01:00Z,70
279,404212,Steam Discord Bot,Access all of Steam from your Discord server,2023-07-12T07:24:59Z,65
280,404136,BoostioAI,All in one Decision-Making Tool powered by GPT,2023-07-12T07:01:00Z,63
281,404115,AdGeneratorPro,AI generated Google Search ads and previews,2023-07-12T07:01:00Z,62
282,399108,EasyPricing,Pricing made easy for businesses,2023-07-12T07:06:53Z,62
283,403355,Adinspiration.com,The best Facebook and Instagram ads from the top 3000 brands,2023-07-12T07:25:38Z,59
284,403140,Save Webflow CSS to File,Simplify your development flow,2023-07-12T07:11:20Z,61
285,404121,SalesPrompter,Create hyper-personalized messages on LinkedIn™ with ChatGPT,2023-07-12T07:01:00Z,59
286,404191,DopplerAI,Simple API for LLM memory and retrieval,2023-07-12T07:11:51Z,54
287,403794,SquadGPT,Automate product requirements & test cases,2023-07-12T07:42:53Z,56
288,404129,YouTube Money Calculator by Views4You,Tool to calculate how much money YouTubers make,2023-07-12T07:01:00Z,51
289,404281,Cassettine,Elevate your music sharing - make your playlists pop,2023-07-12T11:12:30Z,47
290,404133,Airbroke,"Lightweight, PG based, airbrake-compatible error catcher",2023-07-12T07:01:00Z,52
291,404213,Night Vision 2.0,Imaging with iPhone's LiDAR  scanner and TrueDepth camera,2023-07-12T07:24:08Z,48
292,403952,Thred,Man's inifinite closet,2023-07-12T07:13:35Z,51
293,402958,Melior Contract Intelligence AI,"AI contract intelligence, for managers, not just lawyers",2023-07-12T07:23:18Z,52
294,404116,Tag,Manage your digital identity and contacts in one place,2023-07-12T07:01:00Z,51
